Sending Country,Receiving Country,Year,Value,Unit,Source,Region
Grenada,Panama,2022,0.079877371,USD millions,INEC,Latin America
Guadeloupe,Mexico,2022,0.068793,USD millions,Central Bank Data,Latin America
Guam,Ecuador,2021,0.00350361,USD millions,Central Bank Data,Latin America
Guam,Mexico,2022,0.011432,USD millions,Central Bank Data,Latin America
Guatemala,Colombia,2022,23.717021117,USD millions,Central Bank Data,Latin America
Guatemala,Ecuador,2021,3.7173961,USD millions,Central Bank Data,Latin America
Guatemala,Honduras,2022,6.38110839,USD millions,Central Bank Data,Latin America
Guatemala,Mexico,2022,49.974654,USD millions,Central Bank Data,Latin America
Guatemala,Panama,2022,1.328253984,USD millions,INEC,Latin America
Guinea,Ecuador,2021,0.0317013,USD millions,Central Bank Data,Latin America
Guinea,Mexico,2022,0.055853,USD millions,Central Bank Data,Latin America
Guinea-bissau,Ecuador,2021,0.00704176,USD millions,Central Bank Data,Latin America
Guinea-Bissau,Mexico,2022,0.004879,USD millions,Central Bank Data,Latin America
Guinea-Bissau,Panama,2022,0.002533079,USD millions,INEC,Latin America
Guyana,Ecuador,2021,0.19945501,USD millions,Central Bank Data,Latin America
Guyana,Mexico,2022,0.027358,USD millions,Central Bank Data,Latin America
Guyana,Panama,2022,0.110945265,USD millions,INEC,Latin America
Guyana,Suriname,2022,1.047403962,USD millions,Central Bank Data,Latin America
Haiti,Costa Rica,2022,117.596426417,USD millions,Central Bank Data,Latin America
Haiti,Dominican Republic,2022,117.596426417,USD millions,Central Bank Data,Latin America
Haiti,Ecuador,2021,1.37301048,USD millions,Central Bank Data,Latin America
Haiti,Mexico,2022,0.703677,USD millions,Central Bank Data,Latin America
Haiti,Panama,2022,4.335585707,USD millions,INEC,Latin America
Haiti,Suriname,2022,1.158916678,USD millions,Central Bank Data,Latin America
Honduras,Colombia,2022,9.764404582,USD millions,Central Bank Data,Latin America
Honduras,Ecuador,2021,2.20795527,USD millions,Central Bank Data,Latin America
Honduras,Mexico,2022,31.406758,USD millions,Central Bank Data,Latin America
Honduras,Panama,2022,1.529992689,USD millions,INEC,Latin America
Hungary,Ecuador,2021,0.24670184,USD millions,Central Bank Data,Latin America
Hungary,Mexico,2022,0.023459,USD millions,Central Bank Data,Latin America
Iceland,Ecuador,2021,0.19241275,USD millions,Central Bank Data,Latin America
Iceland,Mexico,2022,0.003216,USD millions,Central Bank Data,Latin America
Indonesia,Ecuador,2021,0.02006551,USD millions,Central Bank Data,Latin America
Indonesia,Mexico,2022,0.006875,USD millions,Central Bank Data,Latin America
Indonesia,Panama,2022,0.002516991,USD millions,INEC,Latin America
Iraq,Ecuador,2021,0.209408,USD millions,Central Bank Data,Latin America
Iraq,Mexico,2022,0.06389,USD millions,Central Bank Data,Latin America
Ireland,Ecuador,2021,0.97450096,USD millions,Central Bank Data,Latin America
Ireland,Mexico,2022,0.375592,USD millions,Central Bank Data,Latin America
Ireland,Panama,2022,0.219284825,USD millions,INEC,Latin America
Israel,Colombia,2022,21.877705618,USD millions,Central Bank Data,Latin America
Israel,Ecuador,2021,4.34741391,USD millions,Central Bank Data,Latin America
Israel,Mexico,2022,0.42155,USD millions,Central Bank Data,Latin America
Israel,Panama,2022,0.471353469,USD millions,INEC,Latin America
Italy,Brazil,2022,135.43228175,USD millions,Central Bank Data,Latin America
Italy,Chile,2021,4.651868458,USD millions,Central Bank Data,Latin America
Italy,Colombia,2022,116.864778467,USD millions,Central Bank Data,Latin America
Italy,Costa Rica,2022,82.557676261,USD millions,Central Bank Data,Latin America
Italy,Dominican Republic,2022,82.557676261,USD millions,Central Bank Data,Latin America
Italy,Ecuador,2021,333.27446167,USD millions,Central Bank Data,Latin America
Italy,Honduras,2022,1.88029472,USD millions,Central Bank Data,Latin America
Italy,Mexico,2022,19.13276,USD millions,Central Bank Data,Latin America
Italy,Panama,2022,2.416560842,USD millions,INEC,Latin America
Italy,Paraguay,2022,5.443881954,USD millions,Central Bank Data,Latin America
Jamaica,Ecuador,2021,0.11766215,USD millions,Central Bank Data,Latin America
Jamaica,Mexico,2022,0.088419,USD millions,Central Bank Data,Latin America
Jamaica,Panama,2022,0.357394394,USD millions,INEC,Latin America
Japan,Brazil,2022,107.40928115,USD millions,Central Bank Data,Latin America
Japan,Ecuador,2021,0.72284311,USD millions,Central Bank Data,Latin America
Japan,Mexico,2022,0.401324,USD millions,Central Bank Data,Latin America
Japan,Panama,2022,0.114434473,USD millions,INEC,Latin America
Japan,Paraguay,2022,2.611343718,USD millions,Central Bank Data,Latin America
Jordan,Ecuador,2021,0.20131907,USD millions,Central Bank Data,Latin America
Jordan,Mexico,2022,0.019544,USD millions,Central Bank Data,Latin America
Jordan,Panama,2022,0.070312846,USD millions,INEC,Latin America
Kazakhstan,Ecuador,2021,0.42417688,USD millions,Central Bank Data,Latin America
Kazakhstan,Mexico,2022,0.037853,USD millions,Central Bank Data,Latin America
Kenya,Ecuador,2021,0.14955017,USD millions,Central Bank Data,Latin America
Kenya,Mexico,2022,0.043818,USD millions,Central Bank Data,Latin America
Kenya,Panama,2022,0.168648387,USD millions,INEC,Latin America
Kiribati,Ecuador,2021,0.00091606,USD millions,Central Bank Data,Latin America
Kiribati,Mexico,2022,0.00327,USD millions,Central Bank Data,Latin America
Kuwait,Ecuador,2021,0.10539232,USD millions,Central Bank Data,Latin America
Kuwait,Mexico,2022,0.110848,USD millions,Central Bank Data,Latin America
Kuwait,Panama,2022,0.127518873,USD millions,INEC,Latin America
Kyrgyzstan,Ecuador,2021,0.13467,USD millions,Central Bank Data,Latin America
Kyrgyzstan,Mexico,2022,0.056047,USD millions,Central Bank Data,Latin America
Lao People's Democratic,Ecuador,2021,0.00191728,USD millions,Central Bank Data,Latin America
Republic,Ecuador,2021,0.00191728,USD millions,Central Bank Data,Latin America
Republic,Mexico,2022,0.000382,USD millions,Central Bank Data,Latin America
Latvia,Ecuador,2021,0.0973313,USD millions,Central Bank Data,Latin America
Latvia,Mexico,2022,0.006799,USD millions,Central Bank Data,Latin America
Lebanon,Ecuador,2021,1.17695136,USD millions,Central Bank Data,Latin America
Lebanon,Mexico,2022,0.147672,USD millions,Central Bank Data,Latin America
Liberia,Ecuador,2021,0.00510244,USD millions,Central Bank Data,Latin America
Libya,Ecuador,2021,0.00194,USD millions,Central Bank Data,Latin America
Liechtenstein,Ecuador,2021,0.00444394,USD millions,Central Bank Data,Latin America
Liechtenstein,Mexico,2022,0.000613,USD millions,Central Bank Data,Latin America
Lithuania,Ecuador,2021,0.09687582,USD millions,Central Bank Data,Latin America
Lithuania,Mexico,2022,0.008653,USD millions,Central Bank Data,Latin America
Lithuania,Panama,2022,0.008474279,USD millions,INEC,Latin America
Luxembourg,Ecuador,2021,0.43698028,USD millions,Central Bank Data,Latin America
Luxembourg,Mexico,2022,0.06197,USD millions,Central Bank Data,Latin America
Madagascar,Mexico,2022,2.4e-05,USD millions,Central Bank Data,Latin America
Malawi,Ecuador,2021,0.000184,USD millions,Central Bank Data,Latin America
Malawi,Mexico,2022,6.4e-05,USD millions,Central Bank Data,Latin America
Malaysia,Ecuador,2021,0.07348633,USD millions,Central Bank Data,Latin America
Malaysia,Mexico,2022,0.019191,USD millions,Central Bank Data,Latin America
Malaysia,Panama,2022,0.082678453,USD millions,INEC,Latin America
Maldives,Ecuador,2021,0.02850188,USD millions,Central Bank Data,Latin America
Maldives,Mexico,2022,0.003379,USD millions,Central Bank Data,Latin America
Mali,Ecuador,2021,0.04154989,USD millions,Central Bank Data,Latin America
Mali,Mexico,2022,0.022825,USD millions,Central Bank Data,Latin America
Malta,Ecuador,2021,0.14309138,USD millions,Central Bank Data,Latin America
Malta,Mexico,2022,0.001347,USD millions,Central Bank Data,Latin America
Malta,Panama,2022,0.068784969,USD millions,INEC,Latin America
Marshall Islands,Ecuador,2021,0.03065554,USD millions,Central Bank Data,Latin America
Marshall Islands,Mexico,2022,0.001662,USD millions,Central Bank Data,Latin America
Martinique,Ecuador,2021,0.00524036,USD millions,Central Bank Data,Latin America
Martinique,Haiti,2019,39.439517940,USD millions,Central Bank Data,Latin America
Martinique,Mexico,2022,0.022782,USD millions,Central Bank Data,Latin America
Mauritania,Ecuador,2021,7.908e-05,USD millions,Central Bank Data,Latin America
Mauritius,Ecuador,2021,0.00981925,USD millions,Central Bank Data,Latin America
Mauritius,Mexico,2022,0.00019,USD millions,Central Bank Data,Latin America
Mexico,Chile,2021,4.776360548,USD millions,Central Bank Data,Latin America
Mexico,Colombia,2022,111.364869732,USD millions,Central Bank Data,Latin America
Mexico,Ecuador,2021,197.95939115,USD millions,Central Bank Data,Latin America
Mexico,Honduras,2022,12.49455421,USD millions,Central Bank Data,Latin America
Mexico,Nicaragua,2022,3.9,USD millions,Central Bank Data,Latin America
Mexico,Panama,2022,5.255654990,USD millions,INEC,Latin America
Micronesia (Fed. States of),Ecuador,2021,0.006986,USD millions,Central Bank Data,Latin America
Mongolia,Ecuador,2021,0.016328,USD millions,Central Bank Data,Latin America
Mongolia,Mexico,2022,0.013573,USD millions,Central Bank Data,Latin America
Montenegro,Ecuador,2021,0.04520798,USD millions,Central Bank Data,Latin America
Montenegro,Mexico,2022,0.012333,USD millions,Central Bank Data,Latin America
Montserrat,Mexico,2022,2.5e-05,USD millions,Central Bank Data,Latin America
Morocco,Ecuador,2021,0.08161009,USD millions,Central Bank Data,Latin America
Morocco,Mexico,2022,0.033979,USD millions,Central Bank Data,Latin America
Morocco,Panama,2022,0.007353095,USD millions,INEC,Latin America
Mozambique,Ecuador,2021,0.02449524,USD millions,Central Bank Data,Latin America
Mozambique,Mexico,2022,0.025446,USD millions,Central Bank Data,Latin America
Namibia,Ecuador,2021,0.00040948,USD millions,Central Bank Data,Latin America
Namibia,Mexico,2022,0.005687,USD millions,Central Bank Data,Latin America
Netherlands,Brazil,2022,53.2618259,USD millions,Central Bank Data,Latin America
Netherlands,Colombia,2022,21.045759873,USD millions,Central Bank Data,Latin America
Netherlands,Ecuador,2021,10.86765408,USD millions,Central Bank Data,Latin America
Netherlands,Mexico,2022,5.654229,USD millions,Central Bank Data,Latin America
Netherlands,Panama,2022,0.683057751,USD millions,INEC,Latin America
Netherlands,Suriname,2022,98.515620830,USD millions,Central Bank Data,Latin America
New Zealand,Ecuador,2021,0.76770589,USD millions,Central Bank Data,Latin America
New Zealand,Mexico,2022,0.147129,USD millions,Central Bank Data,Latin America
New Zealand,Panama,2022,0.048791634,USD millions,INEC,Latin America
Nicaragua,Ecuador,2021,1.04320841,USD millions,Central Bank Data,Latin America
Nicaragua,Mexico,2022,91.5116,USD millions,Central Bank Data,Latin America
Nicaragua,Panama,2022,6.201532196,USD millions,INEC,Latin America
Niger,Ecuador,2021,0.00741944,USD millions,Central Bank Data,Latin America
Nigeria,Ecuador,2021,0.04923312,USD millions,Central Bank Data,Latin America
North Macedonia,Ecuador,2021,0.08298356,USD millions,Central Bank Data,Latin America
North Macedonia,Mexico,2022,0.005222,USD millions,Central Bank Data,Latin America
Norway,Ecuador,2021,1.55166801,USD millions,Central Bank Data,Latin America
Norway,Mexico,2022,0.224382,USD millions,Central Bank Data,Latin America
Norway,Panama,2022,0.137750098,USD millions,INEC,Latin America
Oman,Ecuador,2021,0.06618281,USD millions,Central Bank Data,Latin America
Oman,Mexico,2022,0.089053,USD millions,Central Bank Data,Latin America
Oman,Panama,2022,0.020773623,USD millions,INEC,Latin America
Pakistan,Ecuador,2021,0.02369544,USD millions,Central Bank Data,Latin America
Pakistan,Mexico,2022,0.098872,USD millions,Central Bank Data,Latin America
Pakistan,Panama,2022,0.017251081,USD millions,INEC,Latin America
Panama,Chile,2021,2.006248543,USD millions,Central Bank Data,Latin America
Panama,Colombia,2022,184.721856813,USD millions,Central Bank Data,Latin America
Panama,Costa Rica,2022,27.765436098,USD millions,Central Bank Data,Latin America
Panama,Dominican Republic,2022,27.765436098,USD millions,Central Bank Data,Latin America
Panama,Ecuador,2021,18.64406244,USD millions,Central Bank Data,Latin America
Panama,Mexico,2022,38.481322,USD millions,Central Bank Data,Latin America
Panama,Nicaragua,2022,31.4,USD millions,Central Bank Data,Latin America
Papua New Guinea,Ecuador,2021,0.02051165,USD millions,Central Bank Data,Latin America
Paraguay,Chile,2021,1.957029307,USD millions,Central Bank Data,Latin America
Paraguay,Ecuador,2021,2.11283498,USD millions,Central Bank Data,Latin America
Paraguay,Mexico,2022,0.276779,USD millions,Central Bank Data,Latin America
Paraguay,Panama,2022,0.371155587,USD millions,INEC,Latin America
Peru,Chile,2021,30.525173794,USD millions,Central Bank Data,Latin America
Peru,Colombia,2022,227.990870557,USD millions,Central Bank Data,Latin America
Peru,Ecuador,2021,61.4066867,USD millions,Central Bank Data,Latin America
Peru,Mexico,2022,98.148012,USD millions,Central Bank Data,Latin America
Peru,Panama,2022,4.814499673,USD millions,INEC,Latin America
Philippines,Ecuador,2021,0.79327032,USD millions,Central Bank Data,Latin America
Philippines,Mexico,2022,0.062514,USD millions,Central Bank Data,Latin America
Philippines,Panama,2022,0.039221963,USD millions,INEC,Latin America
Poland,Ecuador,2021,0.41540539,USD millions,Central Bank Data,Latin America
Poland,Mexico,2022,0.113444,USD millions,Central Bank Data,Latin America
Poland,Panama,2022,0.071774413,USD millions,INEC,Latin America
Portugal,Brazil,2022,375.04954185,USD millions,Central Bank Data,Latin America
Portugal,Ecuador,2021,1.60820032,USD millions,Central Bank Data,Latin America
Portugal,Mexico,2022,0.3654,USD millions,Central Bank Data,Latin America
Portugal,Panama,2022,0.488213444,USD millions,INEC,Latin America
Puerto Rico,Costa Rica,2022,78.256812047,USD millions,Central Bank Data,Latin America
Puerto Rico,Dominican Republic,2022,78.256812047,USD millions,Central Bank Data,Latin America
Puerto Rico,Ecuador,2021,0.45274215,USD millions,Central Bank Data,Latin America
Puerto Rico,Panama,2022,0.170933985,USD millions,INEC,Latin America
Qatar,Ecuador,2021,1.12886194,USD millions,Central Bank Data,Latin America
Qatar,Mexico,2022,0.185174,USD millions,Central Bank Data,Latin America
Republic of Korea,Ecuador,2021,0.12057675,USD millions,Central Bank Data,Latin America
Republic of Korea,Mexico,2022,0.188341,USD millions,Central Bank Data,Latin America
Republic of Korea,Panama,2022,0.418495932,USD millions,INEC,Latin America
Republic of Moldova,Ecuador,2021,0.11212232,USD millions,Central Bank Data,Latin America
Republic of Moldova,Mexico,2022,0.003839,USD millions,Central Bank Data,Latin America
Réunion,Mexico,2022,0.000868,USD millions,Central Bank Data,Latin America
Romania,Ecuador,2021,0.31755202,USD millions,Central Bank Data,Latin America
Romania,Mexico,2022,0.141631,USD millions,Central Bank Data,Latin America
Romania,Panama,2022,0.079066158,USD millions,INEC,Latin America
Russian Federation,Ecuador,2021,6.59514737,USD millions,Central Bank Data,Latin America
Russian Federation,Mexico,2022,0.119315,USD millions,Central Bank Data,Latin America
Russian Federation,Panama,2022,0.296639516,USD millions,INEC,Latin America
Rwanda,Ecuador,2021,0.00725502,USD millions,Central Bank Data,Latin America
Rwanda,Mexico,2022,0.000881,USD millions,Central Bank Data,Latin America
Saint Kitts and Nevis,Ecuador,2021,0.0178448,USD millions,Central Bank Data,Latin America
Saint Kitts and Nevis,Mexico,2022,0.060822,USD millions,Central Bank Data,Latin America
Saint Kitts and Nevis,Panama,2022,0.052720169,USD millions,INEC,Latin America
Saint Lucia,Ecuador,2021,0.04643751,USD millions,Central Bank Data,Latin America
Saint Lucia,Mexico,2022,0.00508,USD millions,Central Bank Data,Latin America
Saint Martin (French part),Ecuador,2021,0.2454753,USD millions,Central Bank Data,Latin America
Saint Martin (French part),Haiti,2019,1.457960757,USD millions,Central Bank Data,Latin America
Saint Martin (French part),Jamaica,2022,0.598351012,USD millions,Central Bank Data,Latin America
Saint Martin (French part),Mexico,2022,0.336205,USD millions,Central Bank Data,Latin America
Saint Vincent and the,Ecuador,2021,0.00104063,USD millions,Central Bank Data,Latin America
Grenadines,Ecuador,2021,0.00104063,USD millions,Central Bank Data,Latin America
Grenadines,Mexico,2022,0.001745,USD millions,Central Bank Data,Latin America
Grenadines,Panama,2022,0.041102648,USD millions,INEC,Latin America
Samoa,Ecuador,2021,0.00287723,USD millions,Central Bank Data,Latin America
Samoa,Mexico,2022,0.000167,USD millions,Central Bank Data,Latin America
Sao Tome and Principe,Ecuador,2021,0.00046797,USD millions,Central Bank Data,Latin America
Saudi Arabia,Ecuador,2021,0.88712676,USD millions,Central Bank Data,Latin America
Saudi Arabia,Mexico,2022,0.596318,USD millions,Central Bank Data,Latin America
Saudi Arabia,Panama,2022,0.261655688,USD millions,INEC,Latin America
Senegal,Ecuador,2021,0.13695775,USD millions,Central Bank Data,Latin America
Senegal,Mexico,2022,0.191356,USD millions,Central Bank Data,Latin America
Senegal,Panama,2022,0.240844020,USD millions,INEC,Latin America
Serbia,Ecuador,2021,0.23685182,USD millions,Central Bank Data,Latin America
Serbia,Mexico,2022,0.049416,USD millions,Central Bank Data,Latin America
Seychelles,Ecuador,2021,0.00965,USD millions,Central Bank Data,Latin America
Sierra Leone,Ecuador,2021,0.03807532,USD millions,Central Bank Data,Latin America
Sierra Leone,Mexico,2022,0.022077,USD millions,Central Bank Data,Latin America
Sierra Leone,Panama,2022,0.002893205,USD millions,INEC,Latin America
Singapore,Ecuador,2021,0.08829345,USD millions,Central Bank Data,Latin America
Singapore,Mexico,2022,0.02457,USD millions,Central Bank Data,Latin America
Singapore,Panama,2022,0.059043513,USD millions,INEC,Latin America
Slovakia,Ecuador,2021,0.17257504,USD millions,Central Bank Data,Latin America
Slovakia,Mexico,2022,0.004663,USD millions,Central Bank Data,Latin America
Slovenia,Ecuador,2021,0.03722737,USD millions,Central Bank Data,Latin America
Slovenia,Mexico,2022,0.011434,USD millions,Central Bank Data,Latin America
Slovenia,Panama,2022,0.012445071,USD millions,INEC,Latin America
Solomon Islands,Ecuador,2021,0.00108,USD millions,Central Bank Data,Latin America
South Africa,Ecuador,2021,0.25393562,USD millions,Central Bank Data,Latin America
South Africa,Mexico,2022,0.078301,USD millions,Central Bank Data,Latin America
South Africa,Panama,2022,0.112342081,USD millions,INEC,Latin America
South Sudan,Ecuador,2021,0.0026,USD millions,Central Bank Data,Latin America
Spain,Bolivia,2022,451,USD millions,Central Bank Data,Latin America
Spain,Brazil,2022,167.93063928,USD millions,Central Bank Data,Latin America
Spain,Chile,2021,26.967196721,USD millions,Central Bank Data,Latin America
Spain,Colombia,2022,"1,199.214183477",USD millions,Central Bank Data,Latin America
Spain,Costa Rica,2022,625.770164171,USD millions,Central Bank Data,Latin America
Spain,Dominican Republic,2022,625.770164171,USD millions,Central Bank Data,Latin America
Spain,Ecuador,2021,"1,605.1797441",USD millions,Central Bank Data,Latin America
Spain,Honduras,2022,73.30219679,USD millions,Central Bank Data,Latin America
Spain,Mexico,2022,59.345676,USD millions,Central Bank Data,Latin America
Spain,Nicaragua,2022,157.5,USD millions,Central Bank Data,Latin America
Spain,Panama,2022,8.824471014,USD millions,INEC,Latin America
Spain,Paraguay,2022,292.813386646,USD millions,Central Bank Data,Latin America
State of Palestine,Ecuador,2021,0.147002,USD millions,Central Bank Data,Latin America
State of Palestine,Mexico,2022,0.002615,USD millions,Central Bank Data,Latin America
State of Palestine,Panama,2022,0.028194297,USD millions,INEC,Latin America
Sudan,Ecuador,2021,0.00282042,USD millions,Central Bank Data,Latin America
Sudan,Mexico,2022,0.029986,USD millions,Central Bank Data,Latin America
Suriname,Ecuador,2021,0.2684408,USD millions,Central Bank Data,Latin America
Suriname,Mexico,2022,0.081836,USD millions,Central Bank Data,Latin America
Suriname,Panama,2022,0.507191491,USD millions,INEC,Latin America
Sweden,Chile,2021,6.294202981,USD millions,Central Bank Data,Latin America
Sweden,Colombia,2022,14.807615149,USD millions,Central Bank Data,Latin America
Sweden,Ecuador,2021,6.66159724,USD millions,Central Bank Data,Latin America
Sweden,Mexico,2022,0.546586,USD millions,Central Bank Data,Latin America
Sweden,Panama,2022,0.491529577,USD millions,INEC,Latin America
Switzerland,Brazil,2022,194.98397219,USD millions,Central Bank Data,Latin America
Switzerland,Chile,2021,3.959252163,USD millions,Central Bank Data,Latin America
Switzerland,Colombia,2022,68.355671234,USD millions,Central Bank Data,Latin America
Switzerland,Costa Rica,2022,68.771554972,USD millions,Central Bank Data,Latin America
Switzerland,Dominican Republic,2022,68.771554972,USD millions,Central Bank Data,Latin America
Switzerland,Ecuador,2021,57.27817638,USD millions,Central Bank Data,Latin America
Switzerland,Mexico,2022,13.58806,USD millions,Central Bank Data,Latin America
Switzerland,Panama,2022,1.025615042,USD millions,INEC,Latin America
Syrian Arab Republic,Ecuador,2021,0.009056,USD millions,Central Bank Data,Latin America
Tajikistan,Ecuador,2021,0.0488,USD millions,Central Bank Data,Latin America
Tajikistan,Mexico,2022,0.00556,USD millions,Central Bank Data,Latin America
Thailand,Ecuador,2021,0.15738123,USD millions,Central Bank Data,Latin America
Thailand,Mexico,2022,0.08895,USD millions,Central Bank Data,Latin America
Thailand,Panama,2022,0.067822704,USD millions,INEC,Latin America
Timor-Leste,Mexico,2022,0.00016,USD millions,Central Bank Data,Latin America
Togo,Ecuador,2021,0.02248343,USD millions,Central Bank Data,Latin America
Togo,Mexico,2022,0.039602,USD millions,Central Bank Data,Latin America
Trinidad and Tobago,Colombia,2022,0.589172170,USD millions,Central Bank Data,Latin America
Trinidad and Tobago,Ecuador,2021,0.37886103,USD millions,Central Bank Data,Latin America
Trinidad and Tobago,Jamaica,2022,4.549712253,USD millions,Central Bank Data,Latin America
Trinidad and Tobago,Mexico,2022,0.060013,USD millions,Central Bank Data,Latin America
Trinidad and Tobago,Panama,2022,0.095163364,USD millions,INEC,Latin America
Turkey,Ecuador,2021,1.84732415,USD millions,Central Bank Data,Latin America
Turkey,Mexico,2022,0.312832,USD millions,Central Bank Data,Latin America
Turkey,Panama,2022,0.353621388,USD millions,INEC,Latin America
Turks and Caicos Islands,Ecuador,2021,0.10900262,USD millions,Central Bank Data,Latin America
Turks and Caicos Islands,Haiti,2019,33.914718740,USD millions,Central Bank Data,Latin America
Turks and Caicos Islands,Jamaica,2022,14.433990492,USD millions,Central Bank Data,Latin America
Turks and Caicos Islands,Mexico,2022,0.103363,USD millions,Central Bank Data,Latin America
Turks and Caicos Islands,Panama,2022,0.242319539,USD millions,INEC,Latin America
Uganda,Ecuador,2021,0.03159125,USD millions,Central Bank Data,Latin America
Uganda,Mexico,2022,0.004288,USD millions,Central Bank Data,Latin America
Uganda,Panama,2022,0.009844711,USD millions,INEC,Latin America
Ukraine,Ecuador,2021,2.35829893,USD millions,Central Bank Data,Latin America
Ukraine,Mexico,2022,0.032432,USD millions,Central Bank Data,Latin America
Ukraine,Panama,2022,0.144711259,USD millions,INEC,Latin America
United Arab Emirates,Colombia,2022,11.972979220,USD millions,Central Bank Data,Latin America
United Arab Emirates,Ecuador,2021,0.88823674,USD millions,Central Bank Data,Latin America
United Arab Emirates,Mexico,2022,1.108801,USD millions,Central Bank Data,Latin America
United Arab Emirates,Panama,2022,0.603113707,USD millions,INEC,Latin America
United Kingdom,Brazil,2022,462.21656999,USD millions,Central Bank Data,Latin America
United Kingdom,Chile,2021,4.480732809,USD millions,Central Bank Data,Latin America
United Kingdom,Colombia,2022,269.797973655,USD millions,Central Bank Data,Latin America
United Kingdom,Ecuador,2021,71.11826076,USD millions,Central Bank Data,Latin America
United Kingdom,Jamaica,2022,287.742154116,USD millions,Central Bank Data,Latin America
United Kingdom,Mexico,2022,134.48142,USD millions,Central Bank Data,Latin America
United Kingdom,Panama,2022,1.773870157,USD millions,INEC,Latin America
United Republic of Tanzania,Ecuador,2021,0.01700022,USD millions,Central Bank Data,Latin America
United Republic of Tanzania,Mexico,2022,0.020896,USD millions,Central Bank Data,Latin America
United States of America,Bolivia,2022,298,USD millions,Central Bank Data,Latin America
United States of America,Brazil,2022,"2,231.74042709",USD millions,Central Bank Data,Latin America
United States of America,Chile,2021,139.514201313,USD millions,Central Bank Data,Latin America
United States of America,Colombia,2022,"5,059.152234664",USD millions,Central Bank Data,Latin America
United States of America,Costa Rica,2022,"8,320.519017729",USD millions,Central Bank Data,Latin America
United States of America,Dominican Republic,2022,"8,320.519017729",USD millions,Central Bank Data,Latin America
United States of America,Ecuador,2021,"4,981.2321893",USD millions,Central Bank Data,Latin America
United States of America,Haiti,2019,"1,775.362862703",USD millions,Central Bank Data,Latin America
United States of America,Honduras,2022,"8,562.962187090",USD millions,Central Bank Data,Latin America
United States of America,Jamaica,2022,"2,085.613553975",USD millions,Central Bank Data,Latin America
United States of America,Mexico,2022,"55,864.008664",USD millions,Central Bank Data,Latin America
United States of America,Nicaragua,2022,"2,157",USD millions,Central Bank Data,Latin America
United States of America,Panama,2022,339.229475464,USD millions,INEC,Latin America
United States of America,Paraguay,2022,98.476961780,USD millions,Central Bank Data,Latin America
United States of America,Suriname,2022,17.256844373,USD millions,Central Bank Data,Latin America
United States Virgin Islands,Mexico,2022,0.104929,USD millions,Central Bank Data,Latin America
United States Virgin Islands,Panama,2022,0.003401734,USD millions,INEC,Latin America
Uruguay,Ecuador,2021,3.54366772,USD millions,Central Bank Data,Latin America
Uruguay,Mexico,2022,10.319234,USD millions,Central Bank Data,Latin America
Uruguay,Panama,2022,2.251356191,USD millions,INEC,Latin America
Uzbekistan,Ecuador,2021,0.22429882,USD millions,Central Bank Data,Latin America
Uzbekistan,Mexico,2022,0.079288,USD millions,Central Bank Data,Latin America
Vanuatu,Ecuador,2021,0.0176409,USD millions,Central Bank Data,Latin America
Venezuela,Colombia,2022,14.716649206,USD millions,Central Bank Data,Latin America
Venezuela,Ecuador,2021,1.69592466,USD millions,Central Bank Data,Latin America
Venezuela,Mexico,2022,0.31243,USD millions,Central Bank Data,Latin America
Venezuela,Panama,2022,0.201066621,USD millions,INEC,Latin America
Viet Nam,Mexico,2022,0.001074,USD millions,Central Bank Data,Latin America
Viet Nam,Panama,2022,0.0007246,USD millions,INEC,Latin America
Yemen,Ecuador,2021,0.25918,USD millions,Central Bank Data,Latin America
Yemen,Mexico,2022,0.005701,USD millions,Central Bank Data,Latin America
Zambia,Ecuador,2021,0.01060072,USD millions,Central Bank Data,Latin America
Zambia,Mexico,2022,0.00067,USD millions,Central Bank Data,Latin America
Zimbabwe,Ecuador,2021,0.001468,USD millions,Central Bank Data,Latin America
Zimbabwe,Mexico,2022,0.000329,USD millions,Central Bank Data,Latin America
